timestamp,earth_pit_id,leakage_current_A,soil_temperature_C,soil_moisture_percent
2026-01-03 16:00:00,EP-03,0.518,28.75,51.62
2026-01-03 17:00:00,EP-03,0.585,28.11,52.81
2026-01-03 18:00:00,EP-03,0.559,26.98,53.75
2026-01-03 19:00:00,EP-03,0.543,26.5,52.26
2026-01-03 20:00:00,EP-03,0.543,26.01,52.72
2026-01-03 21:00:00,EP-03,0.58,25.3,52.8
2026-01-03 22:00:00,EP-03,0.559,25.3,59.01
2026-01-03 23:00:00,EP-03,0.607,24.85,59.47
2026-01-04 00:00:00,EP-03,0.636,24.69,60.82
2026-01-04 01:00:00,EP-03,0.586,24.55,59.79
2026-01-04 02:00:00,EP-03,0.6,25.15,60.01
2026-01-04 03:00:00,EP-03,0.572,25.49,60.53
2026-01-04 04:00:00,EP-03,0.615,26.05,59.51
2026-01-04 05:00:00,EP-03,0.579,26.41,58.35
2026-01-04 06:00:00,EP-03,0.611,27.3,59.26
2026-01-04 07:00:00,EP-03,0.534,27.79,60.46
2026-01-04 08:00:00,EP-03,0.594,28.79,50.42
2026-01-04 09:00:00,EP-03,0.649,29.28,51.73
2026-01-04 10:00:00,EP-03,0.672,30.06,51.23
2026-01-04 11:00:00,EP-03,0.601,29.97,51.87
2026-01-04 12:00:00,EP-03,0.614,30.06,52.62
2026-01-04 13:00:00,EP-03,0.614,30.51,51.52
2026-01-04 14:00:00,EP-03,0.662,29.84,52.22
2026-01-04 15:00:00,EP-03,0.599,29.16,51.82
2026-01-04 16:00:00,EP-03,0.641,28.76,50.43
2026-01-04 17:00:00,EP-03,0.582,27.8,50.06
2026-01-04 18:00:00,EP-03,0.618,27.59,51.48
2026-01-04 19:00:00,EP-03,0.558,26.6,51.38
2026-01-04 20:00:00,EP-03,0.666,25.68,51.22
2026-01-04 21:00:00,EP-03,0.655,25.48,52.0
2026-01-04 22:00:00,EP-03,0.614,25.02,52.2
2026-01-04 23:00:00,EP-03,0.589,24.85,50.5
2026-01-05 00:00:00,EP-03,0.617,24.62,51.13
2026-01-05 01:00:00,EP-03,0.607,24.56,50.78
2026-01-05 02:00:00,EP-03,0.597,24.75,51.92
2026-01-05 03:00:00,EP-03,0.577,25.56,50.73
2026-01-05 04:00:00,EP-03,0.59,25.88,52.75
2026-01-05 05:00:00,EP-03,0.612,26.64,52.1
2026-01-05 06:00:00,EP-03,0.551,27.4,53.31
2026-01-05 07:00:00,EP-03,0.607,28.15,52.15
2026-01-05 08:00:00,EP-03,0.627,28.42,50.37
2026-01-05 09:00:00,EP-03,0.61,29.26,52.76
2026-01-05 10:00:00,EP-03,0.598,29.46,50.68
2026-01-05 11:00:00,EP-03,0.539,30.09,51.52
2026-01-05 12:00:00,EP-03,0.599,30.45,52.61
2026-01-05 13:00:00,EP-03,0.607,29.72,52.11
2026-01-05 14:00:00,EP-03,0.628,29.93,52.36
2026-01-05 15:00:00,EP-03,0.588,29.83,50.76
2026-01-05 16:00:00,EP-03,0.639,28.51,50.73
2026-01-05 17:00:00,EP-03,0.662,28.13,52.08
2026-01-05 18:00:00,EP-03,0.634,27.44,52.42
2026-01-05 19:00:00,EP-03,0.627,26.38,50.61
2026-01-05 20:00:00,EP-03,0.651,26.15,49.91
2026-01-05 21:00:00,EP-03,0.625,25.37,50.77
2026-01-05 22:00:00,EP-03,0.614,24.92,50.37
2026-01-05 23:00:00,EP-03,0.673,24.94,50.72
2026-01-06 00:00:00,EP-03,0.65,24.71,50.06
2026-01-06 01:00:00,EP-03,0.638,24.59,50.07
2026-01-06 02:00:00,EP-03,0.644,25.1,51.02
2026-01-06 03:00:00,EP-03,0.64,25.52,50.11
2026-01-06 04:00:00,EP-03,0.695,26.1,48.96
2026-01-06 05:00:00,EP-03,0.661,26.78,50.78
2026-01-06 06:00:00,EP-03,0.644,27.58,50.73
2026-01-06 07:00:00,EP-03,0.703,28.35,49.03
2026-01-06 08:00:00,EP-03,0.71,28.59,47.53
2026-01-06 09:00:00,EP-03,0.743,29.3,48.84
2026-01-06 10:00:00,EP-03,0.691,29.67,48.86
2026-01-06 11:00:00,EP-03,0.714,30.31,49.15
2026-01-06 12:00:00,EP-03,0.747,30.38,49.84
2026-01-06 13:00:00,EP-03,0.718,30.23,49.26
2026-01-06 14:00:00,EP-03,0.782,29.68,47.88
2026-01-06 15:00:00,EP-03,0.789,29.62,48.06
2026-01-06 16:00:00,EP-03,0.755,28.87,47.9
2026-01-06 17:00:00,EP-03,0.759,28.27,47.49
2026-01-06 18:00:00,EP-03,0.752,27.66,49.52
2026-01-06 19:00:00,EP-03,0.729,26.9,46.34
2026-01-06 20:00:00,EP-03,0.791,26.17,47.31
2026-01-06 21:00:00,EP-03,0.809,25.63,47.37
2026-01-06 22:00:00,EP-03,0.724,25.46,46.52
2026-01-06 23:00:00,EP-03,0.812,24.63,45.31
2026-01-07 00:00:00,EP-03,0.79,24.78,45.96
2026-01-07 01:00:00,EP-03,0.815,24.53,46.27
2026-01-07 02:00:00,EP-03,0.79,25.12,44.08
2026-01-07 03:00:00,EP-03,0.803,25.13,45.53
2026-01-07 04:00:00,EP-03,0.753,26.21,44.69
2026-01-07 05:00:00,EP-03,0.82,26.84,44.0
2026-01-07 06:00:00,EP-03,0.778,27.86,44.76
2026-01-07 07:00:00,EP-03,0.781,28.28,42.86
2026-01-07 08:00:00,EP-03,0.799,28.66,44.5
2026-01-07 09:00:00,EP-03,0.792,30.07,42.81
2026-01-07 10:00:00,EP-03,0.785,30.4,44.44
2026-01-07 11:00:00,EP-03,0.769,30.37,43.29
2026-01-07 12:00:00,EP-03,0.793,30.29,43.03
2026-01-07 13:00:00,EP-03,0.744,30.36,43.28
2026-01-07 14:00:00,EP-03,0.777,29.74,43.53
2026-01-07 15:00:00,EP-03,0.791,29.47,42.35
2026-01-07 16:00:00,EP-03,0.743,28.84,41.99
2026-01-07 17:00:00,EP-03,0.81,28.24,42.78
2026-01-07 18:00:00,EP-03,0.765,27.7,42.02
2026-01-07 19:00:00,EP-03,0.8,26.82,40.74
2026-01-07 20:00:00,EP-03,0.743,26.15,40.87
2026-01-07 21:00:00,EP-03,0.788,25.59,43.66
2026-01-07 22:00:00,EP-03,0.734,25.28,40.75
2026-01-07 23:00:00,EP-03,0.766,25.0,39.7
2026-01-08 00:00:00,EP-03,0.785,25.26,41.11
2026-01-08 01:00:00,EP-03,0.786,25.18,41.26
2026-01-08 02:00:00,EP-03,0.767,24.8,41.83
2026-01-08 03:00:00,EP-03,0.78,25.51,41.36
2026-01-08 04:00:00,EP-03,0.771,26.19,41.69
2026-01-08 05:00:00,EP-03,0.755,27.18,40.04
2026-01-08 06:00:00,EP-03,0.775,28.08,42.02
2026-01-08 07:00:00,EP-03,0.797,28.24,40.66
2026-01-08 08:00:00,EP-03,0.8,29.12,40.99
2026-01-08 09:00:00,EP-03,0.802,29.65,39.89
2026-01-08 10:00:00,EP-03,0.794,30.32,39.94
2026-01-08 11:00:00,EP-03,0.807,30.26,41.12
2026-01-08 12:00:00,EP-03,0.808,30.82,41.43
2026-01-08 13:00:00,EP-03,0.79,30.57,40.41
2026-01-08 14:00:00,EP-03,0.814,30.22,40.65
2026-01-08 15:00:00,EP-03,0.857,29.56,40.56
2026-01-08 16:00:00,EP-03,0.825,29.03,41.95
2026-01-08 17:00:00,EP-03,0.863,28.81,42.9
2026-01-08 18:00:00,EP-03,0.828,27.76,40.17
2026-01-08 19:00:00,EP-03,0.841,26.9,40.28
2026-01-08 20:00:00,EP-03,0.841,26.33,40.18
2026-01-08 21:00:00,EP-03,0.895,25.6,43.42
2026-01-08 22:00:00,EP-03,0.87,25.35,40.16
2026-01-08 23:00:00,EP-03,0.93,25.29,41.45
2026-01-09 00:00:00,EP-03,0.861,25.01,40.34
2026-01-09 01:00:00,EP-03,0.937,25.23,41.33
2026-01-09 02:00:00,EP-03,0.846,25.16,41.82
2026-01-09 03:00:00,EP-03,0.943,26.03,40.01
2026-01-09 04:00:00,EP-03,0.927,26.59,39.96
2026-01-09 05:00:00,EP-03,0.924,27.12,41.05
2026-01-09 06:00:00,EP-03,0.883,27.73,41.03
2026-01-09 07:00:00,EP-03,0.931,28.41,40.93
2026-01-01 00:00:00,EP-04,0.379,24.44,61.06
2026-01-01 01:00:00,EP-04,0.377,24.47,59.79
2026-01-01 02:00:00,EP-04,0.405,24.73,61.38
2026-01-01 03:00:00,EP-04,0.424,24.79,59.79
2026-01-01 04:00:00,EP-04,0.413,25.76,61.52
2026-01-01 05:00:00,EP-04,0.401,26.58,62.15
2026-01-01 06:00:00,EP-04,0.431,27.12,59.73
2026-01-01 07:00:00,EP-04,0.444,28.15,61.94
2026-01-01 08:00:00,EP-04,0.409,28.72,62.12
2026-01-01 09:00:00,EP-04,0.475,28.99,61.25
2026-01-01 10:00:00,EP-04,0.46,29.63,60.54
2026-01-01 11:00:00,EP-04,0.456,30.01,61.49
2026-01-01 12:00:00,EP-04,0.456,29.95,62.59
2026-01-01 13:00:00,EP-04,0.432,29.79,61.4
2026-01-01 14:00:00,EP-04,0.48,29.33,60.31
2026-01-01 15:00:00,EP-04,0.41,29.2,60.43
2026-01-01 16:00:00,EP-04,0.455,28.75,60.77
2026-01-01 17:00:00,EP-04,0.472,27.88,61.77
2026-01-01 18:00:00,EP-04,0.481,27.08,61.04
2026-01-01 19:00:00,EP-04,0.496,26.58,59.99
2026-01-01 20:00:00,EP-04,0.488,25.61,62.16
2026-01-01 21:00:00,EP-04,0.498,25.31,61.08
2026-01-01 22:00:00,EP-04,0.468,24.95,60.56
2026-01-01 23:00:00,EP-04,0.479,24.71,60.31
2026-01-02 00:00:00,EP-04,0.458,24.21,59.79
2026-01-02 01:00:00,EP-04,0.427,24.69,61.97
2026-01-02 02:00:00,EP-04,0.508,24.5,60.98
2026-01-02 03:00:00,EP-04,0.507,25.19,60.34
2026-01-02 04:00:00,EP-04,0.421,25.92,59.27
2026-01-02 05:00:00,EP-04,0.475,26.23,60.4
2026-01-02 06:00:00,EP-04,0.494,27.11,58.89
2026-01-02 07:00:00,EP-04,0.413,27.95,59.17
2026-01-02 08:00:00,EP-04,0.427,28.77,59.09
2026-01-02 09:00:00,EP-04,0.438,29.15,60.13
2026-01-02 10:00:00,EP-04,0.479,29.69,59.57
2026-01-02 11:00:00,EP-04,0.434,30.0,58.99
2026-01-02 12:00:00,EP-04,0.45,30.18,58.05
2026-01-02 13:00:00,EP-04,0.474,30.11,56.13
2026-01-02 14:00:00,EP-04,0.49,29.12,57.75
2026-01-02 15:00:00,EP-04,0.486,29.22,56.85
2026-01-02 16:00:00,EP-04,0.433,28.92,56.26
2026-01-02 17:00:00,EP-04,0.489,28.03,56.61
2026-01-02 18:00:00,EP-04,0.447,27.12,58.02
2026-01-02 19:00:00,EP-04,0.481,26.25,56.77
2026-01-02 20:00:00,EP-04,0.442,26.19,55.77
2026-01-02 21:00:00,EP-04,0.505,25.34,55.68
2026-01-02 22:00:00,EP-04,0.45,24.75,55.34
2026-01-02 23:00:00,EP-04,0.472,24.39,54.38
2026-01-03 00:00:00,EP-04,0.463,24.18,55.27
2026-01-03 01:00:00,EP-04,0.453,24.47,57.23
2026-01-03 02:00:00,EP-04,0.481,24.98,53.97
2026-01-03 03:00:00,EP-04,0.468,25.42,54.33
2026-01-03 04:00:00,EP-04,0.511,25.72,54.68
2026-01-03 05:00:00,EP-04,0.479,26.67,54.16
2026-01-03 06:00:00,EP-04,0.492,27.32,53.86
2026-01-03 07:00:00,EP-04,0.516,28.14,54.15
2026-01-03 08:00:00,EP-04,0.499,28.93,53.8
2026-01-03 09:00:00,EP-04,0.508,29.38,55.13
2026-01-03 10:00:00,EP-04,0.488,29.96,52.05
2026-01-03 11:00:00,EP-04,0.534,30.41,53.75
2026-01-03 12:00:00,EP-04,0.539,30.08,53.18
2026-01-03 13:00:00,EP-04,0.535,29.94,52.73
2026-01-03 14:00:00,EP-04,0.553,29.67,52.13
2026-01-03 15:00:00,EP-04,0.521,29.46,53.03
2026-01-03 16:00:00,EP-04,0.567,29.0,52.49
2026-01-03 17:00:00,EP-04,0.578,28.2,52.18
2026-01-03 18:00:00,EP-04,0.562,27.86,51.74
2026-01-03 19:00:00,EP-04,0.565,26.78,52.15
2026-01-03 20:00:00,EP-04,0.553,26.25,51.74
2026-01-03 21:00:00,EP-04,0.566,25.69,52.19
2026-01-03 22:00:00,EP-04,0.568,25.36,60.09
2026-01-03 23:00:00,EP-04,0.605,25.05,59.58
2026-01-04 00:00:00,EP-04,0.61,24.51,59.81
2026-01-04 01:00:00,EP-04,0.628,24.74,58.62
2026-01-04 02:00:00,EP-04,0.624,25.01,58.1
2026-01-04 03:00:00,EP-04,0.588,25.58,57.01
2026-01-04 04:00:00,EP-04,0.634,25.96,60.07
2026-01-04 05:00:00,EP-04,0.62,26.87,58.64
2026-01-04 06:00:00,EP-04,0.638,27.61,58.54
2026-01-04 07:00:00,EP-04,0.663,27.99,59.1
2026-01-04 08:00:00,EP-04,0.664,29.0,52.36
2026-01-04 09:00:00,EP-04,0.624,29.18,50.0
2026-01-04 10:00:00,EP-04,0.661,30.0,50.86
2026-01-04 11:00:00,EP-04,0.617,30.34,49.78
2026-01-04 12:00:00,EP-04,0.675,30.86,51.04
2026-01-04 13:00:00,EP-04,0.661,30.1,49.3
2026-01-04 14:00:00,EP-04,0.632,29.7,49.59
2026-01-04 15:00:00,EP-04,0.69,29.53,51.06
2026-01-04 16:00:00,EP-04,0.639,28.87,51.53
2026-01-04 17:00:00,EP-04,0.645,28.34,50.62
2026-01-04 18:00:00,EP-04,0.637,27.23,49.21
2026-01-04 19:00:00,EP-04,0.638,26.8,49.78
2026-01-04 20:00:00,EP-04,0.642,26.13,49.11
2026-01-04 21:00:00,EP-04,0.619,25.63,51.16
2026-01-04 22:00:00,EP-04,0.612,25.13,51.69
2026-01-04 23:00:00,EP-04,0.659,24.81,50.52
2026-01-05 00:00:00,EP-04,0.623,24.83,51.08
2026-01-05 01:00:00,EP-04,0.653,24.86,51.6
2026-01-05 02:00:00,EP-04,0.639,25.28,51.66
2026-01-05 03:00:00,EP-04,0.615,25.21,52.21
2026-01-05 04:00:00,EP-04,0.641,25.81,50.42
2026-01-05 05:00:00,EP-04,0.653,26.78,50.59
2026-01-05 06:00:00,EP-04,0.669,27.35,50.37
2026-01-05 07:00:00,EP-04,0.639,28.37,51.41
2026-01-05 08:00:00,EP-04,0.657,29.01,51.4
2026-01-05 09:00:00,EP-04,0.629,29.56,51.09
2026-01-05 10:00:00,EP-04,0.641,30.16,51.44
2026-01-05 11:00:00,EP-04,0.639,30.12,51.03
2026-01-05 12:00:00,EP-04,0.639,30.42,52.71
2026-01-05 13:00:00,EP-04,0.628,30.38,51.77
2026-01-05 14:00:00,EP-04,0.646,30.48,50.57
2026-01-05 15:00:00,EP-04,0.655,29.42,50.54
2026-01-05 16:00:00,EP-04,0.657,29.17,51.03
2026-01-05 17:00:00,EP-04,0.686,28.31,50.44
2026-01-05 18:00:00,EP-04,0.726,27.69,50.06
2026-01-05 19:00:00,EP-04,0.645,26.7,51.3
2026-01-05 20:00:00,EP-04,0.659,26.24,50.41
2026-01-05 21:00:00,EP-04,0.691,25.47,49.5
2026-01-05 22:00:00,EP-04,0.684,25.32,50.52
2026-01-05 23:00:00,EP-04,0.664,25.06,49.54
2026-01-06 00:00:00,EP-04,0.677,24.64,51.05
2026-01-06 01:00:00,EP-04,0.712,25.05,50.88
2026-01-06 02:00:00,EP-04,0.773,24.87,49.14
2026-01-06 03:00:00,EP-04,0.694,25.49,48.72
2026-01-06 04:00:00,EP-04,0.709,26.01,49.69
2026-01-06 05:00:00,EP-04,0.724,27.02,49.66
2026-01-06 06:00:00,EP-04,0.745,27.58,50.78
2026-01-06 07:00:00,EP-04,0.742,28.01,48.09
2026-01-06 08:00:00,EP-04,0.7,29.07,48.61
2026-01-06 09:00:00,EP-04,0.738,30.05,48.95
2026-01-06 10:00:00,EP-04,0.774,29.91,47.5
2026-01-06 11:00:00,EP-04,0.763,30.42,46.61
2026-01-06 12:00:00,EP-04,0.764,30.48,47.7
2026-01-06 13:00:00,EP-04,0.754,30.28,47.51
2026-01-06 14:00:00,EP-04,0.782,30.23,48.29
2026-01-06 15:00:00,EP-04,0.778,29.58,47.55
2026-01-06 16:00:00,EP-04,0.806,29.01,47.6
2026-01-06 17:00:00,EP-04,0.819,28.68,48.15
2026-01-06 18:00:00,EP-04,0.777,27.71,46.5
2026-01-06 19:00:00,EP-04,0.801,26.85,45.06
2026-01-06 20:00:00,EP-04,0.809,26.16,46.07
2026-01-06 21:00:00,EP-04,0.79,25.52,45.95
2026-01-06 22:00:00,EP-04,0.816,25.41,47.27
2026-01-06 23:00:00,EP-04,0.822,25.12,44.41
2026-01-07 00:00:00,EP-04,0.784,25.25,44.29
2026-01-07 01:00:00,EP-04,0.792,25.02,44.72
2026-01-07 02:00:00,EP-04,0.797,25.25,45.54
2026-01-07 03:00:00,EP-04,0.8,25.48,45.07
2026-01-07 04:00:00,EP-04,0.833,26.22,42.82
2026-01-07 05:00:00,EP-04,0.802,27.01,44.79
2026-01-07 06:00:00,EP-04,0.795,27.74,44.17
2026-01-07 07:00:00,EP-04,0.761,28.69,42.46
2026-01-07 08:00:00,EP-04,0.828,29.21,44.06
2026-01-07 09:00:00,EP-04,0.833,29.27,42.36
2026-01-07 10:00:00,EP-04,0.821,30.15,43.17
2026-01-07 11:00:00,EP-04,0.836,30.6,42.42
2026-01-07 12:00:00,EP-04,0.769,30.49,42.73
2026-01-07 13:00:00,EP-04,0.787,30.61,42.94
2026-01-07 14:00:00,EP-04,0.816,29.6,41.02
2026-01-07 15:00:00,EP-04,0.859,29.66,40.29
2026-01-07 16:00:00,EP-04,0.842,29.2,42.6
2026-01-07 17:00:00,EP-04,0.817,28.61,41.86
2026-01-07 18:00:00,EP-04,0.826,28.26,42.21
2026-01-07 19:00:00,EP-04,0.769,27.17,42.21
2026-01-07 20:00:00,EP-04,0.838,26.32,42.11
2026-01-07 21:00:00,EP-04,0.831,26.35,40.46
2026-01-07 22:00:00,EP-04,0.795,25.33,40.56
2026-01-07 23:00:00,EP-04,0.786,24.56,40.51
2026-01-08 00:00:00,EP-04,0.818,24.93,42.32
2026-01-08 01:00:00,EP-04,0.81,25.38,40.9
2026-01-08 02:00:00,EP-04,0.832,25.46,41.71
2026-01-08 03:00:00,EP-04,0.815,25.96,40.85
2026-01-08 04:00:00,EP-04,0.808,26.52,42.29
2026-01-08 05:00:00,EP-04,0.811,27.2,41.46
2026-01-08 06:00:00,EP-04,0.85,27.85,38.51
2026-01-08 07:00:00,EP-04,0.838,28.13,41.56
2026-01-08 08:00:00,EP-04,0.833,29.46,39.64
2026-01-08 09:00:00,EP-04,0.794,29.89,40.32
2026-01-08 10:00:00,EP-04,0.825,30.31,42.55
2026-01-08 11:00:00,EP-04,0.863,30.78,41.0
2026-01-08 12:00:00,EP-04,0.884,30.64,38.68
2026-01-08 13:00:00,EP-04,0.848,30.74,39.56
2026-01-08 14:00:00,EP-04,0.854,30.17,41.54
2026-01-08 15:00:00,EP-04,0.884,30.0,40.85
2026-01-08 16:00:00,EP-04,0.87,29.33,39.42
2026-01-08 17:00:00,EP-04,0.823,28.65,40.65
2026-01-08 18:00:00,EP-04,0.914,28.21,41.66
2026-01-08 19:00:00,EP-04,0.866,27.11,40.81
2026-01-08 20:00:00,EP-04,0.961,26.8,41.35
2026-01-08 21:00:00,EP-04,0.895,25.75,41.1
2026-01-08 22:00:00,EP-04,0.884,25.44,40.4
2026-01-08 23:00:00,EP-04,0.958,25.14,38.57
2026-01-09 00:00:00,EP-04,0.937,24.98,40.57
2026-01-09 01:00:00,EP-04,0.929,25.17,41.19
2026-01-09 02:00:00,EP-04,0.899,25.4,41.12
2026-01-09 03:00:00,EP-04,0.928,25.63,41.12
2026-01-09 04:00:00,EP-04,0.977,26.53,39.02
2026-01-09 05:00:00,EP-04,0.972,26.89,40.84
2026-01-09 06:00:00,EP-04,0.938,27.71,40.24
2026-01-09 07:00:00,EP-04,0.96,28.55,41.06
2026-01-01 00:00:00,EP-05,0.399,24.7,60.82
2026-01-01 01:00:00,EP-05,0.399,24.43,59.3
2026-01-01 02:00:00,EP-05,0.431,24.81,58.75
2026-01-01 03:00:00,EP-05,0.417,25.15,61.93
2026-01-01 04:00:00,EP-05,0.394,25.63,61.57
2026-01-01 05:00:00,EP-05,0.477,26.45,60.2
2026-01-01 06:00:00,EP-05,0.465,26.86,59.23
2026-01-01 07:00:00,EP-05,0.448,28.36,60.38
2026-01-01 08:00:00,EP-05,0.463,28.96,62.42
2026-01-01 09:00:00,EP-05,0.452,29.31,62.19
2026-01-01 10:00:00,EP-05,0.433,29.97,59.92
2026-01-01 11:00:00,EP-05,0.479,30.0,59.96
2026-01-01 12:00:00,EP-05,0.456,30.2,61.5
2026-01-01 13:00:00,EP-05,0.481,30.07,61.14
2026-01-01 14:00:00,EP-05,0.464,29.93,61.31
2026-01-01 15:00:00,EP-05,0.556,29.26,60.26
2026-01-01 16:00:00,EP-05,0.513,28.93,60.15
2026-01-01 17:00:00,EP-05,0.487,28.2,59.87
2026-01-01 18:00:00,EP-05,0.488,27.39,61.27
2026-01-01 19:00:00,EP-05,0.485,26.28,58.87
2026-01-01 20:00:00,EP-05,0.47,25.72,60.21
2026-01-01 21:00:00,EP-05,0.473,25.26,59.63
2026-01-01 22:00:00,EP-05,0.492,25.23,60.69
2026-01-01 23:00:00,EP-05,0.504,24.6,59.71
2026-01-02 00:00:00,EP-05,0.512,24.71,59.22
2026-01-02 01:00:00,EP-05,0.504,24.29,60.0
2026-01-02 02:00:00,EP-05,0.522,24.92,61.15
2026-01-02 03:00:00,EP-05,0.48,25.47,59.53
2026-01-02 04:00:00,EP-05,0.498,25.99,59.5
2026-01-02 05:00:00,EP-05,0.521,26.97,59.26
2026-01-02 06:00:00,EP-05,0.519,27.28,59.71
2026-01-02 07:00:00,EP-05,0.478,28.37,60.7
2026-01-02 08:00:00,EP-05,0.493,28.39,58.32
2026-01-02 09:00:00,EP-05,0.526,29.52,58.77
2026-01-02 10:00:00,EP-05,0.519,29.96,59.35
2026-01-02 11:00:00,EP-05,0.516,30.45,58.46
2026-01-02 12:00:00,EP-05,0.514,30.18,57.49
2026-01-02 13:00:00,EP-05,0.534,30.2,58.4
2026-01-02 14:00:00,EP-05,0.494,29.76,57.55
2026-01-02 15:00:00,EP-05,0.526,29.55,55.95
2026-01-02 16:00:00,EP-05,0.485,29.22,56.92
2026-01-02 17:00:00,EP-05,0.446,28.57,57.41
2026-01-02 18:00:00,EP-05,0.489,27.39,57.49
2026-01-02 19:00:00,EP-05,0.479,26.98,56.82
2026-01-02 20:00:00,EP-05,0.5,26.11,56.01
2026-01-02 21:00:00,EP-05,0.521,25.33,54.61
2026-01-02 22:00:00,EP-05,0.513,25.19,56.05
2026-01-02 23:00:00,EP-05,0.51,24.72,56.05
2026-01-03 00:00:00,EP-05,0.502,24.6,54.93
2026-01-03 01:00:00,EP-05,0.557,24.45,55.33
2026-01-03 02:00:00,EP-05,0.468,25.05,54.34
2026-01-03 03:00:00,EP-05,0.462,25.6,54.15
2026-01-03 04:00:00,EP-05,0.466,26.28,55.36
2026-01-03 05:00:00,EP-05,0.56,26.86,54.01
2026-01-03 06:00:00,EP-05,0.562,27.85,54.65
2026-01-03 07:00:00,EP-05,0.51,28.29,53.87
2026-01-03 08:00:00,EP-05,0.494,29.02,55.11
2026-01-03 09:00:00,EP-05,0.562,29.8,53.22
2026-01-03 10:00:00,EP-05,0.55,30.03,52.21
2026-01-03 11:00:00,EP-05,0.534,30.5,53.75
2026-01-03 12:00:00,EP-05,0.54,30.53,52.38
2026-01-03 13:00:00,EP-05,0.58,30.34,53.05
2026-01-03 14:00:00,EP-05,0.58,30.26,52.32
2026-01-03 15:00:00,EP-05,0.6,29.37,53.62
2026-01-03 16:00:00,EP-05,0.603,29.1,50.43
2026-01-03 17:00:00,EP-05,0.578,28.53,51.79
2026-01-03 18:00:00,EP-05,0.557,27.77,50.97
2026-01-03 19:00:00,EP-05,0.647,26.83,51.42
2026-01-03 20:00:00,EP-05,0.647,25.99,50.32
2026-01-03 21:00:00,EP-05,0.619,25.76,49.92
2026-01-03 22:00:00,EP-05,0.588,25.32,58.38
2026-01-03 23:00:00,EP-05,0.626,24.51,58.21
2026-01-04 00:00:00,EP-05,0.641,24.98,58.03
2026-01-04 01:00:00,EP-05,0.687,24.75,58.01
2026-01-04 02:00:00,EP-05,0.689,25.21,58.03
2026-01-04 03:00:00,EP-05,0.651,25.89,59.56
2026-01-04 04:00:00,EP-05,0.638,26.2,58.39
2026-01-04 05:00:00,EP-05,0.638,26.87,58.27
2026-01-04 06:00:00,EP-05,0.694,27.86,57.95
2026-01-04 07:00:00,EP-05,0.663,28.48,57.7
2026-01-04 08:00:00,EP-05,0.685,29.0,49.35
2026-01-04 09:00:00,EP-05,0.649,29.89,49.97
2026-01-04 10:00:00,EP-05,0.715,29.95,50.31
2026-01-04 11:00:00,EP-05,0.735,30.13,48.54
2026-01-04 12:00:00,EP-05,0.709,30.27,50.03
2026-01-04 13:00:00,EP-05,0.662,30.4,49.29
2026-01-04 14:00:00,EP-05,0.673,30.16,49.24
2026-01-04 15:00:00,EP-05,0.659,29.56,48.91
2026-01-04 16:00:00,EP-05,0.666,29.08,49.74
2026-01-04 17:00:00,EP-05,0.669,28.38,49.55
2026-01-04 18:00:00,EP-05,0.693,27.95,49.72
2026-01-04 19:00:00,EP-05,0.686,26.89,50.4
2026-01-04 20:00:00,EP-05,0.712,26.37,48.71
2026-01-04 21:00:00,EP-05,0.683,25.94,49.98
2026-01-04 22:00:00,EP-05,0.696,25.11,48.99
2026-01-04 23:00:00,EP-05,0.673,24.63,50.01
2026-01-05 00:00:00,EP-05,0.701,24.5,49.2
2026-01-05 01:00:00,EP-05,0.641,24.97,49.95
2026-01-05 02:00:00,EP-05,0.701,25.46,50.66
2026-01-05 03:00:00,EP-05,0.669,25.8,49.59
2026-01-05 04:00:00,EP-05,0.686,26.08,50.96
2026-01-05 05:00:00,EP-05,0.694,27.02,50.16
2026-01-05 06:00:00,EP-05,0.674,27.14,50.55
2026-01-05 07:00:00,EP-05,0.661,28.43,50.88
2026-01-05 08:00:00,EP-05,0.662,28.89,50.2
2026-01-05 09:00:00,EP-05,0.667,29.72,50.44
2026-01-05 10:00:00,EP-05,0.692,29.93,50.43
2026-01-05 11:00:00,EP-05,0.7,30.09,50.42
2026-01-05 12:00:00,EP-05,0.655,30.46,49.52
2026-01-05 13:00:00,EP-05,0.667,30.81,49.2
2026-01-05 14:00:00,EP-05,0.645,29.91,51.56
2026-01-05 15:00:00,EP-05,0.665,29.72,49.8
2026-01-05 16:00:00,EP-05,0.657,29.1,52.04
2026-01-05 17:00:00,EP-05,0.719,28.31,50.52
2026-01-05 18:00:00,EP-05,0.668,27.4,50.75
2026-01-05 19:00:00,EP-05,0.722,27.25,49.48
2026-01-05 20:00:00,EP-05,0.694,26.52,50.07
2026-01-05 21:00:00,EP-05,0.693,25.47,49.75
2026-01-05 22:00:00,EP-05,0.735,25.11,50.07
2026-01-05 23:00:00,EP-05,0.722,25.22,50.14
2026-01-06 00:00:00,EP-05,0.703,24.66,48.89
2026-01-06 01:00:00,EP-05,0.749,24.97,48.62
2026-01-06 02:00:00,EP-05,0.687,25.72,49.7
2026-01-06 03:00:00,EP-05,0.759,26.01,49.34
2026-01-06 04:00:00,EP-05,0.74,26.37,48.38
2026-01-06 05:00:00,EP-05,0.819,27.19,48.18
2026-01-06 06:00:00,EP-05,0.771,27.6,49.58
2026-01-06 07:00:00,EP-05,0.75,28.64,49.05
2026-01-06 08:00:00,EP-05,0.783,29.23,48.01
